9.5 20.5 102 100.5 2 0 1 0 0 0 0 5 8.6 0 21.3 2 6 2 37.1 78.5 2 24.9 63
10.3 60 114.3 105.3 1 1 0 0 0 0 0 4 7.2 1 19.3 1 7 2 58.1 77.3 2 18.3 45
44 30 113.5 101 3 0 1 0 0 0 0 2 5.3 0 9.5 2 6 3 62.5 94.8 2 45.4 50
4.5 25 107.3 100 3 1 0 1 0 0 0 3 14.8 1 3.8 3 7 1 54.6 89.9 1 21.4 20
55 45 106.3 103 1 1 0 1 0 0 0 2 2.5 1 3 3 7 3 47.2 67.3 1 34.2 0
32 0 98 100 2 1 0 1 0 0 0 1 6.9 1 0 2 7 2 53.2 73.8 2 17.7 70
10.5 0 100 102 1 0 0 0 0 0 0 3 2.9 0 0 2 6 2 41.7 100 1 63.6 90
17.5 10 99.3 97.5 2 1 0 1 0 0 0 2 1.3 1 0 2 6 2 54.9 84.4 2 68.3 80
57.5 5 102.3 90 2 1 0 1 0 0 0 1 12.3 1 0 2 5 3 49.8 63.2 2 90.8 50
21 2.5 96.3 101.8 1 0 0 0 0 0 0 3 8.2 0 4.8 1 3 1 51.3 80.3 2 14.3 50
10.3 -12.5 100 112.8 1 0 1 0 0 0 0 2 11 0 0 2 7 1 68.3 77.8 3 21.7 0
13.8 0 102.5 95 3 1 0 1 0 0 0 5 8.3 1 0 2 7 2 51.3 42.5 2 10.5 70
45 25.8 100 101.8 3 1 0 1 0 0 0 4 7.6 1 7.8 3 7 3 37.8 91.5 1 24.1 75
24.8 77.5 102 89.5 3 1 0 0 0 0 0 3 2 1 13 3 7 3 43.2 82.6 2 31.9 80
25 30 105 98 3 1 0 1 0 0 0 5 5.1 1 65 2 7 3 86.5 66.3 2 37.4 50
9.8 60 103 101.5 3 1 0 0 0 1 0 2 3.3 1 2.5 3 6 2 44.6 88.2 1 13.9 90
40 20 100 97 3 1 0 1 0 0 0 3 4.2 1 7 2 8 3 54.6 87.3 2 25.9 10
11 -3 107 105 1 0 1 0 0 0 0 3 6.2 0 4.5 1 8 1 69.6 97 1 18.6 25
19.3 18.8 103 110.5 1 1 0 0 0 0 1 1 1.7 1 50 1 3 2 24.1 74.3 1 28.5 80
16 0 100 98 1 1 0 0 0 0 0 2 2.2 1 0 2 6 2 48.7 97 2 21.8 85
11 18 100 98 1 1 0 0 0 0 0 2 2.1 1 3.8 2 6 2 48.8 79.5 2 21.6 85
10.9 -5.2 100 98 1 1 0 0 0 0 0 1 2.3 1 1 1 6 2 49 90 2 20.3 54
49 25 105 100 3 1 0 1 0 0 0 1 3.3 1 10 3 5 3 36.8 84.2 2 26.6 20
1.4 45 110 95 1 0 0 0 0 0 0 2 4.7 0 0 1 4 3 20 78.8 1 10.4 0
8 0 100 110.8 1 0 0 0 0 0 0 4 3.3 0 4 2 6 2 64.4 92.2 2 72 61
13.8 85 120 95 1 1 0 0 0 0 0 4 7.7 1 6.3 2 6 3 50 86.5 3 11.6 0
3.8 22.5 100 100 2 0 0 0 0 0 0 4 2.4 0 0 2 5 2 83.2 80 1 58.6 60
4.2 1.3 100 110 2 0 1 0 0 0 0 1 1.5 0 13.8 1 6 3 68.4 85.3 1 69.6 0
14.5 6.3 106.8 102.8 3 1 0 0 0 0 0 4 8.1 1 22 3 7 3 38.5 93.3 1 13.1 40
4.5 0 100 85 1 0 0 0 0 0 0 3 16.9 0 0 1 7 2 64.5 100 1 56.3 50
1.9 59.3 106 105 3 1 0 1 0 0 0 5 11.1 1 10 3 7 2 25.2 53.3 2 16.8 46
12.5 32.5 100 105 1 0 0 0 0 0 0 1 16.8 0 2 2 7 3 47.6 92.5 2 31.9 50
8.8 0 100 97 1 0 1 0 0 0 0 3 3.1 0 0 2 6 2 57.6 67.5 2 13.7 42
13.6 10.3 100 100 2 1 0 0 0 0 0 3 5.5 1 9 3 7 2 38.1 87.8 1 29.5 56
16 -0.5 100 100 2 1 0 0 0 0 0 2 8 1 22.5 1 5 3 56.3 87.3 2 28.6 70
27 0 101.8 100 2 1 0 0 0 0 0 2 10.2 1 3 2 7 2 76.3 61.8 1 15.2 0
23 20 101 90 1 0 1 0 0 0 0 2 9.1 0 8 1 6 2 65 46.3 3 30.8 0
55 25 105.5 95 1 0 1 0 0 0 0 2 2.6 0 0 1 6 1 70.9 86 2 40 0
29.5 10 98.8 97.3 3 0 1 0 0 0 0 2 5.5 0 3.8 3 6 2 50 74.7 3 17.6 70
17.8 -5 97.8 100 2 0 1 0 0 0 0 1 1 0 0 2 5 2 73.9 69.1 2 30.3 0
7.5 -3.2 100 100 1 1 0 1 0 0 0 2 3.9 1 0 2 6 2 49.2 94 2 26.3 85
13.2 10 102.5 104.5 1 0 1 0 0 0 0 4 1 0 0 1 6 1 30.6 88 2 10 75
