edu hr wage famearn selfempl salaried  married numkid age locunemp
16.0 2142.0 14.2 30346.1 1.0 0.0 1.0 3.0 34.0 5.1 
16.0 2160.0 13.7 29639.5 1.0 0.0 1.0 3.0 35.0 4.7 
0.0 2080.0 9.2 19611.2 0.0 0.0 1.0 3.0 28.0 7.2 
0.0 2112.0 8.8 26771.5 0.0 0.0 1.0 3.0 29.0 6.4 
0.0 2460.0 8.8 31821.5 0.0 1.0 1.0 3.0 30.0 6.1 
16.0 2390.0 77.9 211493.1 0.0 1.0 1.0 0.0 57.0 4.8 
16.0 2541.0 73.3 207188.2 0.0 1.0 1.0 0.0 58.0 3.9 
16.0 2880.0 78.1 232297.1 0.0 1.0 1.0 0.0 59.0 3.8 
17.0 2380.0 17.7 43548.3 0.0 1.0 1.0 0.0 58.0 9.4 
17.0 94.0 116.4 15166.6 0.0 0.0 1.0 0.0 59.0 8.9 
17.0 0.0 22.5 0.0 0.0 0.0 1.0 0.0 60.0 8.1 
14.0 2214.0 16.3 38453.3 0.0 0.0 1.0 2.0 30.0 11.1 
14.0 320.0 21.8 6983.9 1.0 0.0 1.0 2.0 31.0 8.9 
14.0 2080.0 16.3 33867.2 0.0 0.0 1.0 2.0 32.0 6.7 
14.0 2720.0 1.3 6736.5 0.0 0.0 1.0 1.0 35.0 7.8 
14.0 1332.0 10.2 14200.5 0.0 0.0 1.0 2.0 36.0 7.2 
14.0 1680.0 8.5 15228.9 0.0 0.0 1.0 2.0 37.0 6.7 
17.0 2618.0 25.7 67293.3 0.0 1.0 1.0 1.0 37.0 4.6 
17.0 2400.0 30.1 72166.7 0.0 1.0 1.0 1.0 38.0 4.9 
17.0 2680.0 31.0 82963.3 0.0 1.0 1.0 1.0 39.0 3.8 
17.0 0.0 7.1 0.0 0.0 0.0 0.0 0.0 44.0 7.2 
17.0 0.0 7.1 0.0 0.0 0.0 0.0 0.0 45.0 6.4 
17.0 0.0 7.1 0.0 0.0 0.0 0.0 0.0 46.0 6.1 
16.0 3185.0 25.7 81713.2 1.0 1.0 1.0 1.0 38.0 7.2 
16.0 3360.0 22.5 75658.6 1.0 1.0 1.0 1.0 39.0 6.4 
16.0 2688.0 16.9 54079.5 0.0 0.0 1.0 1.0 40.0 6.1 
16.0 2400.0 36.2 89325.8 1.0 0.0 1.0 2.0 40.0 5.9 
16.0 2400.0 44.2 108482.8 1.0 0.0 1.0 2.0 41.0 7.0 
16.0 2420.0 45.0 111045.8 1.0 0.0 1.0 2.0 42.0 8.9 
14.0 1064.0 5.7 10815.0 0.0 0.0 1.0 1.0 26.0 9.5 
14.0 2285.0 12.7 32591.4 0.0 0.0 1.0 1.0 27.0 8.1 
14.0 2216.0 15.7 34855.9 0.0 0.0 1.0 2.0 28.0 8.2 
12.0 1088.0 12.1 44461.6 0.0 0.0 1.0 0.0 29.0 9.5 
12.0 305.0 6.5 33406.2 0.0 0.0 1.0 0.0 30.0 8.1 
12.0 400.0 11.4 38640.4 0.0 0.0 1.0 0.0 31.0 8.2 
17.0 2530.0 18.0 45410.9 0.0 1.0 1.0 1.0 38.0 9.5 
17.0 2520.0 18.4 46361.3 0.0 1.0 1.0 1.0 39.0 8.1 
17.0 2465.0 18.7 46027.6 0.0 1.0 1.0 1.0 40.0 8.2 
16.0 2352.0 17.6 48667.4 0.0 1.0 1.0 0.0 57.0 6.7 
16.0 3276.0 13.0 51215.1 0.0 1.0 1.0 0.0 58.0 5.4 
16.0 2695.0 15.2 52278.2 0.0 1.0 1.0 0.0 59.0 5.3 
17.0 2106.0 39.4 82966.6 0.0 1.0 1.0 0.0 58.0 7.8 
17.0 2370.0 36.8 87298.4 0.0 1.0 1.0 0.0 59.0 7.2 
17.0 2160.0 41.0 88645.7 0.0 1.0 1.0 0.0 60.0 6.7 
17.0 1677.0 6.5 13310.8 0.0 0.0 1.0 1.0 25.0 9.1 
17.0 2259.0 8.5 20427.8 0.0 0.0 1.0 2.0 26.0 7.2 
17.0 2304.0 10.8 28338.2 0.0 1.0 1.0 2.0 27.0 7.0 
0.0 2002.0 10.1 22230.8 0.0 0.0 1.0 2.0 31.0 7.3 
0.0 2100.0 10.3 24210.8 0.0 0.0 1.0 2.0 32.0 7.2 
0.0 2820.0 11.3 36451.6 0.0 0.0 1.0 2.0 33.0 7.0 
14.0 2964.0 5.2 15381.3 0.0 1.0 1.0 3.0 47.0 9.5 
14.0 3380.0 5.8 19426.8 1.0 0.0 1.0 2.0 48.0 8.1 
14.0 3060.0 4.3 13103.7 1.0 0.0 1.0 2.0 49.0 8.2 
12.0 3060.0 2.0 6008.3 1.0 0.0 1.0 1.0 42.0 4.4 
12.0 4109.0 2.0 8706.6 1.0 0.0 1.0 1.0 43.0 5.5 
12.0 2317.0 5.6 17615.5 0.0 0.0 1.0 0.0 44.0 5.0 
16.0 1310.0 1.1 37491.9 1.0 0.0 1.0 1.0 33.0 9.4 
16.0 832.0 10.2 40739.3 0.0 0.0 1.0 1.0 34.0 8.9 
16.0 1218.0 12.3 47959.6 0.0 0.0 1.0 2.0 35.0 8.1 
12.0 2350.0 25.0 93729.9 0.0 0.0 1.0 1.0 41.0 5.0 
12.0 2820.0 19.8 94282.3 0.0 0.0 1.0 1.0 42.0 5.6 
12.0 1896.0 27.0 95464.6 0.0 0.0 1.0 1.0 43.0 5.0 
16.0 2700.0 14.9 49869.1 1.0 0.0 1.0 0.0 43.0 5.0 
16.0 2573.0 20.4 66346.8 0.0 0.0 1.0 0.0 44.0 5.6 
16.0 2400.0 12.3 39208.7 0.0 0.0 1.0 0.0 45.0 5.0 
17.0 2621.0 22.1 87961.9 0.0 1.0 1.0 1.0 45.0 11.2 
17.0 2750.0 25.0 91954.3 0.0 1.0 1.0 1.0 46.0 5.9 
17.0 2500.0 28.4 105124.7 0.0 1.0 1.0 0.0 47.0 7.4 
12.0 343.0 9.8 0.0 0.0 0.0 1.0 0.0 58.0 6.3 
12.0 0.0 9.8 0.0 1.0 0.0 1.0 0.0 59.0 6.0 
12.0 0.0 9.8 0.0 0.0 0.0 1.0 0.0 60.0 5.7 
16.0 2124.0 19.2 41084.9 0.0 1.0 1.0 3.0 54.0 9.4 
16.0 2191.0 19.7 47490.3 0.0 1.0 1.0 3.0 55.0 8.9 
16.0 1952.0 21.3 46937.9 0.0 1.0 1.0 3.0 56.0 8.1 
12.0 2116.0 18.2 38453.3 0.0 0.0 1.0 2.0 45.0 9.4 
12.0 2420.0 15.9 38411.3 0.0 0.0 0.0 3.0 46.0 8.8 
12.0 2007.0 18.7 37503.9 0.0 0.0 0.0 2.0 47.0 8.5 
13.0 1910.0 11.6 22230.8 0.0 1.0 1.0 0.0 56.0 7.2 
13.0 1944.0 10.8 20951.6 0.0 0.0 1.0 0.0 57.0 6.5 
13.0 1920.0 10.7 20456.7 0.0 0.0 1.0 0.0 58.0 6.3 
17.0 2493.0 24.0 95880.9 0.0 1.0 1.0 0.0 39.0 5.9 
17.0 1960.0 29.7 90208.3 0.0 1.0 1.0 0.0 40.0 7.0 
17.0 2162.0 31.3 97169.3 0.0 1.0 1.0 0.0 41.0 8.9 
10.0 1756.0 16.9 39304.1 0.0 0.0 1.0 2.0 34.0 9.4 
10.0 1568.0 16.3 34919.4 0.0 0.0 1.0 3.0 35.0 8.8 
10.0 2050.0 13.3 38640.4 0.0 0.0 1.0 3.0 36.0 8.5 
16.0 2450.0 29.4 72099.9 0.0 1.0 1.0 0.0 56.0 6.2 
16.0 2450.0 28.5 69838.7 0.0 1.0 1.0 0.0 57.0 5.7 
16.0 2187.0 32.2 70461.9 0.0 1.0 1.0 0.0 58.0 5.0 
16.0 750.0 12.8 20948.6 0.0 0.0 1.0 0.0 31.0 4.6 
16.0 1020.0 16.0 38585.9 0.0 0.0 1.0 0.0 32.0 4.9 
16.0 2750.0 16.1 72166.7 0.0 1.0 1.0 0.0 33.0 3.8 
17.0 2500.0 22.1 55276.6 0.0 1.0 1.0 2.0 31.0 5.0 
17.0 2500.0 24.2 60526.9 0.0 1.0 1.0 2.0 32.0 5.6 
17.0 2450.0 24.6 60233.6 0.0 1.0 1.0 2.0 33.0 5.0 
12.0 2303.0 16.5 37972.6 0.0 1.0 1.0 0.0 54.0 9.1 
12.0 2190.0 17.5 38411.3 0.0 1.0 1.0 0.0 55.0 8.0 
12.0 1868.0 21.2 39549.6 0.0 1.0 1.0 0.0 56.0 6.8 
12.0 2778.0 6.5 37251.6 0.0 1.0 1.0 2.0 29.0 7.8 
12.0 2390.0 9.6 38178.5 0.0 1.0 1.0 2.0 30.0 7.2 
12.0 2486.0 6.6 39555.3 0.0 1.0 1.0 2.0 31.0 6.7 
8.0 2048.0 13.2 27037.5 0.0 0.0 1.0 0.0 56.0 8.6 
8.0 1948.0 13.8 26771.5 0.0 0.0 1.0 0.0 57.0 7.9 
8.0 1962.0 13.3 26139.1 0.0 0.0 1.0 0.0 58.0 6.7 
8.0 1490.0 25.0 67722.2 1.0 1.0 1.0 0.0 49.0 8.6 
8.0 1740.0 30.7 53391.7 1.0 1.0 1.0 0.0 50.0 7.9 
8.0 1860.0 4.4 16319.9 1.0 1.0 1.0 0.0 51.0 6.7 
12.0 2254.0 17.1 38453.3 0.0 0.0 1.0 1.0 26.0 9.3 
12.0 2450.0 17.1 49096.6 0.0 0.0 0.0 0.0 27.0 9.5 
12.0 2550.0 15.1 38640.4 0.0 0.0 1.0 1.0 28.0 9.3 
12.0 2256.0 14.9 34127.3 0.0 0.0 1.0 3.0 28.0 7.8 
12.0 2160.0 14.6 31776.6 0.0 0.0 1.0 3.0 29.0 7.2 
12.0 2205.0 14.4 35231.0 0.0 0.0 1.0 3.0 30.0 6.7 
13.0 2341.0 5.1 18562.1 0.0 0.0 1.0 1.0 27.0 7.8 
13.0 1673.0 7.4 18692.3 1.0 0.0 1.0 1.0 28.0 7.2 
13.0 3272.0 4.1 21093.1 0.0 0.0 1.0 1.0 29.0 6.7 
17.0 1770.0 18.3 72099.9 0.0 1.0 1.0 2.0 38.0 5.6 
17.0 2176.0 16.7 36432.5 0.0 1.0 1.0 2.0 39.0 5.9 
17.0 2420.0 15.5 37503.9 0.0 1.0 0.0 0.0 40.0 7.4 
13.0 2232.0 12.1 37131.4 0.0 0.0 1.0 2.0 29.0 5.9 
13.0 2042.0 14.3 32009.4 0.0 0.0 1.0 2.0 30.0 7.0 
13.0 1944.0 14.0 28412.1 0.0 0.0 1.0 3.0 31.0 8.9 
15.0 2502.0 7.6 29621.1 1.0 0.0 1.0 1.0 49.0 9.4 
15.0 2190.0 2.0 4399.8 1.0 0.0 1.0 0.0 50.0 8.9 
15.0 3515.0 1.7 5974.5 1.0 0.0 1.0 0.0 51.0 8.1 
16.0 2640.0 27.3 72099.9 0.0 0.0 1.0 2.0 43.0 9.4 
16.0 2303.0 34.4 79150.5 0.0 1.0 1.0 1.0 44.0 5.9 
16.0 2808.0 27.5 79735.6 0.0 1.0 1.0 1.0 45.0 7.4 
12.0 2144.0 6.2 18025.0 0.0 0.0 0.0 0.0 25.0 9.4 
12.0 2420.0 5.7 17226.9 0.0 0.0 1.0 0.0 26.0 8.9 
12.0 2377.0 7.2 27275.6 0.0 1.0 1.0 0.0 27.0 8.1 
15.0 2630.0 8.7 40255.8 0.0 1.0 1.0 2.0 27.0 6.7 
15.0 1848.0 15.4 45977.1 0.0 1.0 1.0 2.0 28.0 5.4 
15.0 3265.0 9.4 50005.3 0.0 1.0 1.0 2.0 29.0 5.3 
16.0 2269.0 11.9 31844.1 0.0 1.0 1.0 4.0 39.0 5.9 
16.0 3040.0 8.9 41018.6 0.0 1.0 1.0 4.0 40.0 7.0 
16.0 3735.0 12.9 59665.4 0.0 1.0 1.0 2.0 41.0 8.9 
17.0 1589.0 15.9 25235.0 0.0 1.0 0.0 0.0 35.0 7.2 
17.0 1685.0 17.7 29797.8 0.0 1.0 0.0 0.0 36.0 6.5 
17.0 1659.0 17.3 28665.5 0.0 1.0 0.0 0.0 37.0 6.3 
16.0 4410.0 10.9 48066.6 0.0 1.0 1.0 3.0 30.0 10.0 
16.0 1960.0 24.4 47723.1 0.0 1.0 1.0 3.0 31.0 11.5 
16.0 2880.0 17.8 52278.2 0.0 1.0 1.0 3.0 32.0 13.1 
13.0 568.0 77.6 45903.6 0.0 0.0 1.0 2.0 40.0 6.3 
13.0 1392.0 12.1 18972.8 0.0 0.0 1.0 1.0 41.0 6.0 
13.0 2012.0 16.0 34555.9 0.0 0.0 1.0 0.0 42.0 5.7 
13.0 2400.0 13.5 60083.3 0.0 0.0 1.0 2.0 32.0 4.8 
13.0 1998.0 14.0 52379.0 0.0 0.0 1.0 2.0 33.0 3.9 
13.0 1977.0 26.5 76144.4 0.0 0.0 1.0 2.0 34.0 3.8 
12.0 4420.0 9.0 39931.3 0.0 1.0 0.0 0.0 42.0 11.2 
12.0 2865.0 13.1 37629.1 0.0 1.0 0.0 0.0 43.0 9.9 
12.0 3120.0 11.4 35526.5 0.0 1.0 0.0 0.0 44.0 8.8 
13.0 2531.0 22.2 58272.4 0.0 0.0 1.0 4.0 43.0 7.8 
13.0 2727.0 19.2 55289.0 0.0 0.0 1.0 4.0 44.0 7.2 
13.0 2476.0 21.5 53318.1 0.0 0.0 1.0 3.0 45.0 6.7 
16.0 2450.0 46.6 117763.2 0.0 1.0 1.0 0.0 52.0 7.2 
16.0 2695.0 38.9 110578.0 0.0 1.0 1.0 0.0 53.0 6.5 
16.0 2750.0 41.3 119330.7 1.0 1.0 1.0 0.0 54.0 6.3 
17.0 2104.0 43.8 135514.2 0.0 1.0 1.0 0.0 52.0 7.2 
17.0 2120.0 17.6 85040.3 1.0 0.0 1.0 0.0 53.0 6.5 
17.0 1410.0 56.4 131832.0 1.0 0.0 1.0 0.0 54.0 6.3 
16.0 2500.0 23.1 57679.9 0.0 0.0 1.0 2.0 37.0 11.2 
16.0 2450.0 19.0 46559.1 0.0 1.0 1.0 2.0 38.0 9.9 
16.0 2500.0 17.3 43186.4 0.0 0.0 1.0 2.0 39.0 8.8 
11.0 3484.0 6.2 38453.3 0.0 0.0 1.0 3.0 44.0 6.0 
11.0 2600.0 11.6 41903.2 0.0 0.0 1.0 2.0 45.0 6.5 
11.0 3060.0 12.4 38640.4 0.0 0.0 1.0 2.0 46.0 5.9 
17.0 2500.0 9.1 48547.3 0.0 1.0 1.0 2.0 25.0 8.9 
17.0 4528.0 4.7 51056.8 0.0 1.0 1.0 2.0 26.0 8.7 
17.0 1963.0 4.1 37048.2 0.0 0.0 1.0 2.0 27.0 8.7 
12.0 2520.0 10.1 25439.3 1.0 0.0 1.0 2.0 41.0 7.0 
12.0 3635.0 7.4 26954.3 1.0 0.0 1.0 2.0 42.0 8.0 
12.0 3149.0 7.1 26144.8 1.0 1.0 1.0 1.0 43.0 7.0 
10.0 2227.0 20.0 62486.6 0.0 0.0 1.0 0.0 54.0 8.6 
10.0 2090.0 19.8 58810.0 0.0 0.0 1.0 0.0 55.0 7.9 
10.0 1998.0 18.9 53296.5 0.0 0.0 1.0 0.0 56.0 6.7 
14.0 1785.0 19.2 50469.9 0.0 1.0 1.0 1.0 40.0 6.5 
14.0 1476.0 20.5 34919.4 0.0 1.0 1.0 1.0 41.0 7.9 
14.0 1494.0 23.6 40913.4 0.0 1.0 1.0 1.0 42.0 8.7 
12.0 2024.0 14.8 31631.4 0.0 1.0 1.0 4.0 39.0 5.9 
12.0 2226.0 13.6 36083.3 0.0 1.0 1.0 4.0 40.0 7.0 
12.0 2000.0 14.8 35231.0 0.0 1.0 1.0 4.0 41.0 8.9 
9.0 2000.0 6.8 20014.9 0.0 1.0 1.0 2.0 40.0 4.4 
9.0 2086.0 6.9 21882.8 0.0 1.0 1.0 2.0 41.0 5.5 
9.0 1950.0 7.9 22729.7 0.0 0.0 1.0 1.0 42.0 5.0 
15.0 1952.0 18.7 36517.4 0.0 1.0 1.0 2.0 32.0 5.6 
15.0 2009.0 19.0 38169.2 0.0 1.0 1.0 2.0 33.0 5.9 
15.0 2050.0 20.5 41923.7 0.0 1.0 1.0 2.0 34.0 7.4 
17.0 1340.0 15.4 40664.4 1.0 0.0 1.0 0.0 42.0 7.8 
17.0 425.0 41.3 33146.6 1.0 0.0 1.0 0.0 43.0 7.2 
17.0 1072.0 22.8 45885.5 1.0 0.0 1.0 0.0 44.0 6.7 
12.0 2160.0 8.9 34848.3 0.0 1.0 1.0 0.0 53.0 6.2 
12.0 2350.0 13.4 50633.1 0.0 1.0 1.0 0.0 54.0 5.7 
12.0 2007.0 15.9 48868.8 0.0 0.0 1.0 0.0 55.0 5.0 
15.0 1893.0 15.0 28359.3 0.0 0.0 1.0 2.0 37.0 7.2 
15.0 2030.0 14.2 28750.3 0.0 0.0 1.0 2.0 38.0 6.4 
15.0 2350.0 13.4 31692.0 0.0 0.0 1.0 2.0 39.0 6.1 
17.0 2051.0 18.5 48375.4 0.0 0.0 1.0 0.0 57.0 5.0 
17.0 2150.0 17.0 49675.1 0.0 0.0 1.0 0.0 58.0 5.6 
17.0 2592.0 15.7 48623.3 0.0 0.0 1.0 0.0 59.0 5.0 
14.0 1952.0 14.5 28359.3 0.0 1.0 1.0 2.0 35.0 7.2 
14.0 2336.0 13.9 32475.0 0.0 1.0 1.0 2.0 36.0 4.6 
14.0 2316.0 15.6 36197.0 0.0 1.0 1.0 2.0 37.0 4.5 
11.0 1840.0 22.6 70778.1 0.0 0.0 1.0 0.0 57.0 6.0 
11.0 1839.0 24.8 75309.4 0.0 0.0 1.0 0.0 58.0 6.5 
11.0 2000.0 22.5 74212.3 0.0 0.0 1.0 0.0 59.0 5.9 
16.0 2041.0 14.3 29080.3 0.0 1.0 0.0 0.0 26.0 7.2 
16.0 2004.0 18.6 37247.3 0.0 1.0 0.0 0.0 27.0 6.5 
16.0 2044.0 19.9 40686.1 0.0 1.0 0.0 0.0 28.0 6.3 
13.0 2700.0 14.2 43259.9 0.0 0.0 1.0 3.0 33.0 7.2 
13.0 2150.0 14.1 33755.4 0.0 0.0 1.0 3.0 34.0 6.5 
13.0 1804.0 19.5 39776.9 0.0 0.0 1.0 3.0 35.0 6.3 
14.0 1720.0 25.1 43259.9 0.0 0.0 1.0 0.0 29.0 7.8 
14.0 1389.0 35.2 48887.1 0.0 0.0 0.0 0.0 30.0 7.2 
14.0 1216.0 29.0 35231.0 0.0 0.0 0.0 0.0 31.0 6.7 
17.0 2280.0 2.9 11463.9 1.0 0.0 1.0 3.0 38.0 7.8 
17.0 2470.0 8.1 33903.2 1.0 0.0 1.0 2.0 39.0 7.2 
17.0 2360.0 9.2 40436.1 1.0 0.0 1.0 2.0 40.0 6.7 
16.0 1980.0 26.1 51671.6 0.0 1.0 0.0 0.0 48.0 5.0 
16.0 1949.0 26.0 50749.5 0.0 1.0 0.0 0.0 49.0 5.6 
16.0 2112.0 24.8 52278.2 0.0 1.0 0.0 0.0 50.0 5.0 
16.0 2208.0 10.7 66151.7 0.0 1.0 1.0 0.0 44.0 6.0 
16.0 2244.0 21.4 90247.9 0.0 1.0 1.0 0.0 45.0 6.5 
16.0 2444.0 11.1 72006.4 0.0 1.0 1.0 0.0 46.0 5.9 
12.0 2261.0 17.1 41797.5 0.0 0.0 1.0 0.0 42.0 7.0 
12.0 2430.0 15.3 47490.3 0.0 0.0 1.0 0.0 43.0 8.0 
12.0 2585.0 15.1 40291.7 0.0 0.0 1.0 0.0 44.0 7.0 
17.0 2689.0 13.4 42058.3 1.0 1.0 1.0 0.0 58.0 9.4 
17.0 2668.0 20.9 72632.3 1.0 1.0 1.0 0.0 59.0 8.8 
17.0 2600.0 21.0 68189.0 1.0 1.0 1.0 0.0 60.0 8.5 
13.0 2420.0 9.5 23084.0 1.0 0.0 1.0 3.0 27.0 7.8 
13.0 2485.0 7.3 18539.8 1.0 0.0 1.0 3.0 28.0 7.2 
13.0 2010.0 14.7 29888.4 1.0 0.0 1.0 3.0 29.0 6.7 
12.0 3289.0 1.9 7373.4 1.0 0.0 1.0 1.0 28.0 8.6 
12.0 4160.0 3.9 17977.7 1.0 0.0 1.0 1.0 29.0 7.2 
12.0 5737.0 0.9 14174.2 1.0 0.0 1.0 1.0 30.0 7.0 
16.0 2080.0 17.3 78108.2 1.0 0.0 1.0 0.0 58.0 7.2 
16.0 0.0 43.2 32591.4 0.0 0.0 1.0 0.0 59.0 6.5 
16.0 2600.0 13.7 69666.4 0.0 0.0 1.0 0.0 60.0 6.3 
17.0 1320.0 14.6 28840.0 0.0 1.0 1.0 0.0 53.0 5.4 
17.0 2200.0 3.2 21475.4 1.0 1.0 1.0 0.0 54.0 4.6 
17.0 3048.0 2.8 17047.2 1.0 0.0 1.0 0.0 55.0 4.5 
12.0 3150.0 8.8 27758.5 0.0 0.0 1.0 0.0 27.0 5.4 
12.0 1823.0 16.2 29565.1 0.0 0.0 1.0 1.0 28.0 4.6 
12.0 2544.0 13.4 34094.5 0.0 0.0 0.0 0.0 29.0 4.5 
17.0 3558.0 13.3 47946.4 0.0 1.0 1.0 0.0 54.0 7.0 
17.0 3180.0 17.3 54939.8 0.0 1.0 1.0 0.0 55.0 8.0 
17.0 3952.0 12.8 50773.5 0.0 1.0 1.0 0.0 56.0 7.0 
16.0 2600.0 6.4 30089.7 1.0 0.0 1.0 1.0 51.0 4.4 
16.0 2550.0 10.5 349.2 1.0 0.0 1.0 0.0 52.0 5.5 
16.0 2560.0 8.5 30448.7 1.0 0.0 1.0 0.0 53.0 5.0 
12.0 1218.0 9.4 14542.5 0.0 0.0 1.0 2.0 37.0 5.0 
12.0 1686.0 8.3 20951.6 0.0 0.0 1.0 2.0 38.0 5.6 
12.0 1974.0 9.0 24306.0 0.0 0.0 1.0 2.0 39.0 5.0 
17.0 2024.0 35.6 72340.2 1.0 0.0 1.0 3.0 46.0 4.3 
17.0 2500.0 37.3 93583.9 1.0 0.0 1.0 2.0 47.0 5.1 
17.0 2550.0 31.3 79798.1 0.0 1.0 1.0 2.0 48.0 4.7 
16.0 2088.0 21.3 75704.9 0.0 1.0 1.0 0.0 38.0 7.3 
16.0 2050.0 27.3 90790.3 0.0 1.0 1.0 0.0 39.0 7.2 
16.0 1999.0 26.1 89441.2 0.0 1.0 1.0 0.0 40.0 7.0 
13.0 1426.0 8.9 23575.5 0.0 0.0 1.0 1.0 37.0 7.8 
13.0 2167.0 11.2 39747.5 0.0 0.0 1.0 1.0 38.0 7.2 
13.0 1984.0 13.4 42330.6 0.0 0.0 1.0 1.0 39.0 6.7 
17.0 2760.0 13.1 51671.6 0.0 1.0 1.0 0.0 46.0 5.9 
17.0 3060.0 12.5 51215.1 0.0 0.0 1.0 0.0 47.0 7.0 
17.0 816.0 8.4 20456.7 0.0 0.0 1.0 0.0 48.0 8.9 
12.0 2306.0 9.9 32204.6 0.0 0.0 1.0 1.0 28.0 9.1 
12.0 2570.0 10.5 36199.7 0.0 0.0 1.0 1.0 29.0 8.0 
12.0 2376.0 10.5 34094.5 0.0 0.0 1.0 1.0 30.0 6.8 
12.0 2038.0 21.2 43259.9 0.0 0.0 1.0 1.0 39.0 7.2 
12.0 2042.0 22.5 47024.7 0.0 0.0 1.0 1.0 40.0 6.5 
12.0 2144.0 23.9 51141.7 0.0 0.0 1.0 0.0 41.0 6.3 
16.0 2814.0 7.0 19715.7 1.0 1.0 1.0 2.0 57.0 6.5 
16.0 2695.0 16.1 43471.1 1.0 0.0 1.0 1.0 58.0 5.9 
16.0 2640.0 21.0 55483.1 1.0 1.0 1.0 1.0 59.0 6.0 
17.0 1182.0 38.6 91326.5 0.0 1.0 1.0 1.0 40.0 7.2 
17.0 1248.0 37.8 94282.3 0.0 1.0 1.0 1.0 41.0 6.5 
17.0 1152.0 42.4 98305.8 0.0 1.0 1.0 1.0 42.0 6.3 
17.0 3100.0 17.2 53317.9 0.0 1.0 1.0 3.0 36.0 8.9 
17.0 3630.0 14.1 51187.1 1.0 1.0 1.0 3.0 37.0 8.7 
17.0 3341.0 16.2 53982.9 0.0 1.0 1.0 3.0 38.0 8.7 
12.0 2205.0 10.1 42659.1 0.0 1.0 1.0 1.0 42.0 8.6 
12.0 2245.0 10.4 44231.2 0.0 1.0 1.0 0.0 43.0 7.9 
12.0 2205.0 10.3 45459.3 0.0 1.0 1.0 0.0 44.0 6.7 
12.0 940.0 104.8 98536.5 0.0 0.0 1.0 2.0 40.0 4.8 
12.0 928.0 115.4 107086.0 0.0 0.0 1.0 2.0 41.0 3.9 
12.0 2160.0 52.6 113869.9 0.0 0.0 1.0 2.0 42.0 3.8 
14.0 1960.0 19.9 70177.2 0.0 1.0 1.0 1.0 45.0 6.5 
14.0 2097.0 18.8 67480.5 0.0 1.0 1.0 1.0 46.0 5.9 
14.0 1725.0 22.9 69757.3 0.0 1.0 1.0 1.0 47.0 6.0 
12.0 2400.0 13.9 35004.5 0.0 0.0 1.0 1.0 55.0 7.3 
12.0 2700.0 12.1 39924.5 0.0 0.0 1.0 1.0 56.0 7.2 
12.0 2350.0 13.1 38981.4 0.0 0.0 1.0 1.0 57.0 7.0 
16.0 2530.0 21.4 70898.2 0.0 1.0 1.0 0.0 58.0 9.1 
16.0 2530.0 20.7 69838.7 0.0 1.0 1.0 0.0 59.0 8.0 
16.0 2508.0 27.9 90350.4 0.0 1.0 1.0 0.0 60.0 6.8 
12.0 1867.0 21.5 80268.8 0.0 0.0 1.0 0.0 34.0 5.4 
12.0 1914.0 21.7 82684.4 0.0 0.0 1.0 0.0 35.0 4.6 
12.0 2044.0 23.0 89162.8 0.0 1.0 1.0 0.0 36.0 4.5 
17.0 2280.0 48.0 131149.7 1.0 1.0 1.0 1.0 36.0 4.8 
17.0 2370.0 46.0 131162.9 1.0 0.0 1.0 1.0 37.0 3.9 
17.0 2988.0 36.3 128984.0 1.0 0.0 1.0 1.0 38.0 3.8 
14.0 1680.0 14.7 24634.1 0.0 0.0 1.0 2.0 27.0 4.8 
14.0 1756.0 15.2 27237.1 0.0 0.0 1.0 2.0 28.0 3.9 
14.0 2004.0 17.0 34094.5 0.0 0.0 1.0 2.0 29.0 3.8 
13.0 3046.0 8.3 52873.3 0.0 1.0 1.0 0.0 35.0 7.2 
13.0 3548.0 6.7 50633.1 0.0 0.0 1.0 0.0 36.0 6.4 
13.0 3860.0 6.5 53414.7 0.0 1.0 1.0 0.0 37.0 6.1 
13.0 0.0 21.4 17183.8 0.0 0.0 1.0 1.0 51.0 6.2 
13.0 0.0 21.4 17808.9 0.0 0.0 1.0 1.0 52.0 5.7 
13.0 0.0 21.4 18183.7 0.0 0.0 1.0 1.0 53.0 5.0 
12.0 1748.0 13.8 24033.3 0.0 0.0 1.0 0.0 57.0 9.1 
12.0 1879.0 13.6 25607.5 0.0 0.0 1.0 0.0 58.0 8.0 
12.0 570.0 15.0 8523.6 0.0 0.0 1.0 0.0 59.0 6.8 
15.0 2064.0 6.4 27638.3 0.0 1.0 1.0 0.0 30.0 7.8 
15.0 2490.0 5.1 22581.2 0.0 1.0 1.0 0.0 31.0 7.2 
15.0 2040.0 6.7 19320.2 0.0 0.0 1.0 0.0 32.0 6.7 
15.0 2276.0 12.1 48523.2 0.0 1.0 1.0 1.0 31.0 9.1 
15.0 2720.0 11.9 46326.3 0.0 1.0 1.0 2.0 32.0 8.0 
15.0 1968.0 10.4 42049.9 0.0 1.0 1.0 2.0 33.0 6.8 
12.0 3409.0 2.7 9258.8 1.0 1.0 1.0 1.0 31.0 9.5 
12.0 3952.0 1.5 5966.5 1.0 0.0 1.0 1.0 32.0 8.1 
12.0 3000.0 7.3 21877.3 1.0 0.0 1.0 2.0 33.0 8.2 
12.0 2250.0 17.6 42538.9 0.0 0.0 1.0 2.0 33.0 9.5 
12.0 2250.0 17.6 44464.0 0.0 0.0 1.0 2.0 34.0 8.1 
