edu hr wage famearn selfempl salaried  married numkid age locunemp
12.0 2250.0 19.7 49437.0 0.0 0.0 1.0 2.0 35.0 8.2 
16.0 2032.0 19.5 39618.9 0.0 1.0 1.0 2.0 40.0 9.1 
16.0 2167.0 18.0 40157.3 0.0 1.0 1.0 3.0 41.0 9.0 
16.0 1944.0 20.5 43186.4 0.0 1.0 1.0 3.0 42.0 8.1 
12.0 3313.0 10.4 34436.1 1.0 0.0 1.0 4.0 38.0 9.5 
12.0 4284.0 4.4 18788.9 1.0 0.0 1.0 4.0 39.0 8.1 
12.0 3328.0 11.3 37690.3 1.0 1.0 1.0 4.0 40.0 8.2 
12.0 2056.0 17.5 40255.8 0.0 0.0 1.0 4.0 45.0 9.5 
12.0 2056.0 16.8 36156.7 0.0 0.0 1.0 4.0 46.0 8.1 
12.0 1526.0 19.4 29548.6 0.0 0.0 1.0 4.0 47.0 8.2 
13.0 2210.0 7.3 16222.5 0.0 1.0 0.0 0.0 36.0 5.6 
13.0 1568.0 4.5 6983.9 0.0 0.0 0.0 0.0 37.0 5.9 
13.0 2180.0 2.5 5455.1 0.0 0.0 0.0 0.0 38.0 6.9 
17.0 3947.0 15.2 80511.6 1.0 1.0 1.0 1.0 53.0 4.8 
17.0 3036.0 23.0 90790.3 1.0 1.0 1.0 1.0 54.0 3.9 
17.0 2430.0 25.7 79553.8 1.0 1.0 1.0 1.0 55.0 3.8 
16.0 1824.0 2.5 8700.1 1.0 0.0 1.0 0.0 33.0 9.1 
16.0 1468.0 3.5 11721.3 0.0 0.0 1.0 0.0 34.0 8.0 
16.0 1934.0 4.8 18053.0 0.0 0.0 1.0 0.0 35.0 6.8 
13.0 3082.0 9.2 28288.4 1.0 0.0 1.0 0.0 38.0 7.8 
13.0 2380.0 2.8 6732.5 1.0 0.0 1.0 0.0 39.0 7.2 
13.0 1145.0 15.0 17130.2 0.0 0.0 1.0 0.0 40.0 6.7 
14.0 1840.0 9.1 39825.6 0.0 0.0 1.0 0.0 32.0 9.1 
14.0 3499.0 4.8 43585.2 0.0 0.0 1.0 0.0 33.0 8.0 
14.0 4400.0 4.4 48868.8 0.0 0.0 1.0 0.0 34.0 6.8 
9.0 1706.0 25.4 43259.9 0.0 0.0 1.0 0.0 58.0 9.1 
9.0 2000.0 21.5 43067.2 0.0 0.0 1.0 0.0 59.0 8.0 
9.0 1920.0 20.5 39322.3 0.0 0.0 1.0 0.0 60.0 6.8 
12.0 1619.0 11.1 35689.4 0.0 0.0 1.0 3.0 38.0 8.9 
12.0 2150.0 8.1 29099.5 0.0 0.0 1.0 3.0 39.0 8.7 
12.0 1900.0 6.6 24661.7 0.0 0.0 1.0 3.0 40.0 8.7 
12.0 2580.0 3.5 12182.5 0.0 0.0 1.0 2.0 29.0 10.0 
12.0 3120.0 5.2 16295.7 0.0 0.0 1.0 2.0 30.0 11.5 
12.0 2862.0 2.8 7955.4 0.0 0.0 1.0 2.0 31.0 13.1 
14.0 2096.0 15.0 31483.6 0.0 1.0 1.0 0.0 25.0 9.4 
14.0 2042.0 14.3 41903.2 0.0 1.0 1.0 0.0 26.0 8.9 
14.0 1976.0 16.4 47732.3 0.0 1.0 1.0 0.0 27.0 8.1 
12.0 1896.0 12.4 40255.8 0.0 0.0 1.0 0.0 33.0 7.0 
12.0 1912.0 12.1 39982.7 0.0 0.0 1.0 0.0 34.0 8.0 
12.0 1900.0 12.6 42731.8 0.0 0.0 1.0 0.0 35.0 7.0 
12.0 2142.0 5.9 20788.8 0.0 0.0 1.0 0.0 56.0 7.0 
12.0 1400.0 3.3 17226.9 0.0 0.0 1.0 0.0 57.0 8.0 
12.0 1596.0 7.1 25002.6 0.0 0.0 1.0 0.0 58.0 7.0 
12.0 1846.0 14.3 45543.1 0.0 0.0 1.0 0.0 47.0 9.4 
12.0 1992.0 9.3 36042.6 0.0 0.0 1.0 0.0 48.0 8.9 
12.0 2033.0 17.3 54551.2 0.0 0.0 1.0 0.0 49.0 8.1 
12.0 1552.0 7.8 18428.7 1.0 0.0 1.0 2.0 31.0 7.2 
12.0 2000.0 11.1 32591.4 0.0 1.0 1.0 2.0 32.0 6.4 
12.0 2964.0 7.1 32306.8 0.0 1.0 1.0 2.0 33.0 6.1 
12.0 1852.0 21.9 59871.8 0.0 0.0 1.0 0.0 58.0 9.4 
12.0 1670.0 25.1 61262.5 0.0 0.0 1.0 0.0 59.0 8.9 
12.0 1640.0 21.6 53655.6 0.0 0.0 1.0 0.0 60.0 8.1 
17.0 2362.0 19.6 53594.3 0.0 1.0 1.0 1.0 33.0 4.8 
17.0 2331.0 20.5 64784.7 0.0 1.0 1.0 1.0 34.0 3.9 
17.0 2836.0 17.2 60688.2 0.0 1.0 1.0 1.0 35.0 3.8 
17.0 2640.0 29.6 98536.5 0.0 0.0 1.0 0.0 56.0 9.1 
17.0 2450.0 71.3 195548.4 1.0 1.0 1.0 0.0 57.0 9.0 
17.0 3120.0 21.9 88645.7 1.0 1.0 1.0 0.0 58.0 8.1 
12.0 2531.0 9.7 40856.6 0.0 0.0 1.0 1.0 28.0 7.0 
12.0 2430.0 9.7 40506.4 0.0 0.0 1.0 2.0 29.0 8.0 
12.0 2562.0 9.2 42316.9 0.0 0.0 1.0 2.0 30.0 7.0 
12.0 927.0 14.3 31844.1 0.0 0.0 1.0 2.0 30.0 7.0 
12.0 1411.0 9.9 31859.3 0.0 0.0 1.0 2.0 31.0 8.0 
12.0 2410.0 7.4 36756.1 0.0 0.0 1.0 2.0 32.0 7.0 
15.0 2040.0 6.5 13242.3 1.0 0.0 1.0 0.0 55.0 7.8 
15.0 1175.0 5.5 6503.1 1.0 0.0 1.0 0.0 56.0 7.2 
15.0 768.0 22.8 17483.7 1.0 0.0 1.0 0.0 57.0 6.7 
4.0 3744.0 23.4 95757.1 0.0 0.0 1.0 1.0 56.0 10.8 
4.0 5712.0 4.7 34337.4 0.0 0.0 1.0 0.0 57.0 10.3 
4.0 1346.0 11.8 22729.7 0.0 0.0 1.0 0.0 58.0 11.7 
12.0 4499.0 9.0 40556.2 0.0 0.0 1.0 2.0 27.0 11.2 
12.0 3152.0 12.8 40448.3 0.0 0.0 1.0 2.0 28.0 9.9 
12.0 2270.0 15.8 35873.1 0.0 0.0 1.0 2.0 29.0 8.8 
14.0 2060.0 15.8 32445.0 0.0 0.0 1.0 2.0 52.0 11.2 
14.0 2112.0 18.2 38411.3 0.0 0.0 1.0 2.0 53.0 9.9 
14.0 184.0 111.2 20456.7 0.0 0.0 1.0 2.0 54.0 8.8 
13.0 1992.0 7.8 24273.6 0.0 1.0 1.0 1.0 34.0 6.7 
13.0 1980.0 8.5 26422.3 0.0 1.0 1.0 1.0 35.0 5.4 
13.0 1974.0 9.6 28866.7 0.0 1.0 1.0 1.0 36.0 5.3 
14.0 2530.0 4.9 12335.1 1.0 0.0 1.0 1.0 35.0 6.7 
14.0 3535.0 5.2 18387.4 1.0 0.0 1.0 1.0 36.0 5.4 
14.0 3710.0 7.7 30457.7 0.0 0.0 1.0 1.0 37.0 5.3 
17.0 1558.0 50.1 81112.4 1.0 0.0 1.0 0.0 50.0 6.5 
17.0 1426.0 29.1 44479.1 1.0 0.0 1.0 0.0 51.0 5.9 
17.0 1665.0 113.6 193202.1 1.0 0.0 1.0 0.0 52.0 6.0 
17.0 2618.0 10.7 29200.5 0.0 1.0 1.0 0.0 57.0 8.6 
17.0 2640.0 10.8 30263.4 0.0 1.0 1.0 0.0 58.0 7.9 
17.0 2802.0 9.7 40117.9 0.0 1.0 1.0 0.0 59.0 6.7 
14.0 3489.0 6.7 28719.8 0.0 0.0 1.0 2.0 44.0 4.4 
14.0 4419.0 4.6 20142.7 0.0 0.0 1.0 2.0 45.0 5.5 
14.0 660.0 3.2 2141.1 1.0 0.0 0.0 1.0 46.0 5.0 
14.0 2449.0 10.3 43763.4 0.0 0.0 1.0 2.0 39.0 6.3 
14.0 2080.0 6.7 37247.3 0.0 0.0 1.0 2.0 40.0 6.0 
14.0 1750.0 11.0 36367.4 0.0 0.0 1.0 2.0 41.0 5.3 
16.0 2923.0 15.8 46264.1 0.0 1.0 0.0 0.0 46.0 8.6 
16.0 3166.0 16.2 70062.2 0.0 1.0 0.0 0.0 47.0 7.9 
16.0 3160.0 16.2 67620.7 0.0 1.0 1.0 1.0 48.0 6.7 
14.0 2169.0 11.8 25595.5 0.0 1.0 1.0 2.0 27.0 7.8 
14.0 2134.0 11.4 24443.6 0.0 1.0 1.0 2.0 28.0 7.2 
14.0 2262.0 10.1 22729.7 0.0 1.0 1.0 2.0 29.0 6.7 
15.0 3010.0 19.2 57685.9 1.0 0.0 1.0 2.0 37.0 7.8 
15.0 5390.0 17.8 102220.6 1.0 1.0 1.0 2.0 38.0 7.2 
15.0 4160.0 12.3 59324.4 1.0 1.0 1.0 2.0 39.0 6.7 
14.0 2788.0 10.3 46837.3 0.0 0.0 1.0 2.0 35.0 7.8 
14.0 2252.0 14.0 51215.1 0.0 0.0 1.0 2.0 36.0 7.2 
14.0 1920.0 16.6 51823.6 0.0 0.0 1.0 2.0 37.0 6.7 
12.0 144.0 2.9 8832.2 0.0 0.0 1.0 0.0 36.0 7.8 
12.0 0.0 5.9 32009.4 0.0 0.0 1.0 0.0 37.0 7.2 
12.0 0.0 5.9 28980.3 0.0 0.0 1.0 0.0 38.0 6.7 
11.0 1155.0 26.6 30678.5 0.0 1.0 1.0 1.0 56.0 5.9 
11.0 1482.0 23.6 34919.4 0.0 0.0 1.0 1.0 57.0 7.0 
11.0 1600.0 10.7 17047.2 0.0 0.0 1.0 1.0 58.0 8.9 
12.0 592.0 2.7 1622.3 0.0 0.0 1.0 3.0 39.0 15.0 
12.0 1407.0 5.7 8078.0 1.0 0.0 1.0 3.0 40.0 13.0 
12.0 2030.0 4.6 9331.7 1.0 0.0 1.0 3.0 41.0 11.8 
17.0 1829.0 35.5 64889.9 0.0 1.0 1.0 0.0 33.0 6.3 
17.0 1976.0 35.9 71002.7 0.0 1.0 1.0 0.0 34.0 6.0 
17.0 1794.0 41.2 75098.8 0.0 1.0 1.0 0.0 35.0 5.7 
14.0 2530.0 20.0 67293.3 0.0 0.0 0.0 0.0 28.0 6.3 
14.0 2624.0 15.3 40739.3 1.0 0.0 1.0 0.0 29.0 6.0 
14.0 2435.0 29.9 89782.1 1.0 1.0 1.0 0.0 30.0 5.7 
12.0 0.0 8.3 35997.1 0.0 0.0 1.0 0.0 54.0 6.3 
12.0 266.0 2.6 26826.2 0.0 0.0 1.0 0.0 55.0 6.0 
12.0 688.0 1.0 28499.6 1.0 0.0 1.0 0.0 56.0 5.7 
7.0 2976.0 5.1 33031.4 1.0 1.0 1.0 0.0 32.0 7.1 
7.0 3120.0 3.9 27423.3 1.0 1.0 1.0 1.0 33.0 6.8 
7.0 3120.0 3.8 32457.9 1.0 1.0 1.0 1.0 34.0 6.2 
16.0 1928.0 27.4 88923.2 0.0 1.0 1.0 0.0 29.0 7.2 
16.0 2060.0 29.5 87647.6 0.0 1.0 1.0 0.0 30.0 6.5 
16.0 2450.0 27.8 96601.0 0.0 1.0 1.0 0.0 31.0 6.3 
17.0 1816.0 20.9 59602.6 0.0 1.0 1.0 1.0 33.0 5.0 
17.0 1880.0 18.0 65182.8 0.0 1.0 1.0 2.0 34.0 6.5 
17.0 1840.0 19.8 63643.0 0.0 1.0 1.0 2.0 35.0 6.9 
6.0 2362.0 8.4 19947.6 0.0 0.0 1.0 0.0 55.0 7.8 
6.0 1920.0 12.1 23308.7 0.0 0.0 1.0 0.0 56.0 7.2 
6.0 2140.0 8.5 18115.5 0.0 0.0 1.0 0.0 57.0 6.7 
17.0 2695.0 29.4 79309.9 0.0 1.0 1.0 0.0 52.0 7.8 
17.0 2237.0 30.7 70928.2 0.0 0.0 1.0 0.0 53.0 7.2 
17.0 2504.0 25.0 97737.5 0.0 1.0 1.0 0.0 54.0 6.7 
12.0 1960.0 24.5 62486.6 0.0 0.0 1.0 1.0 46.0 5.9 
12.0 1920.0 19.4 51215.1 0.0 0.0 1.0 0.0 47.0 7.0 
12.0 1920.0 17.8 47732.3 0.0 0.0 1.0 0.0 48.0 8.9 
14.0 2653.0 19.5 80511.6 0.0 0.0 1.0 2.0 35.0 5.9 
14.0 2746.0 16.0 75962.4 0.0 0.0 1.0 2.0 36.0 7.0 
14.0 1970.0 18.5 73675.9 0.0 0.0 1.0 3.0 37.0 8.9 
15.0 2295.0 13.6 34848.3 0.0 1.0 1.0 0.0 33.0 5.9 
15.0 2200.0 20.1 57034.9 0.0 1.0 1.0 0.0 34.0 7.0 
15.0 2500.0 13.6 53039.7 0.0 1.0 1.0 0.0 35.0 8.9 
9.0 1710.0 4.8 14234.9 0.0 0.0 1.0 1.0 37.0 6.7 
9.0 1824.0 4.5 13967.7 0.0 0.0 1.0 1.0 38.0 5.4 
9.0 1908.0 5.1 16024.4 0.0 0.0 1.0 1.0 39.0 5.3 
16.0 1500.0 12.2 20728.7 1.0 0.0 1.0 0.0 53.0 7.8 
16.0 1542.0 12.3 21267.1 1.0 0.0 1.0 0.0 54.0 7.2 
16.0 1248.0 12.0 17188.2 1.0 0.0 1.0 0.0 55.0 6.7 
12.0 2048.0 17.6 66091.6 0.0 0.0 1.0 4.0 35.0 5.4 
12.0 2736.0 13.6 62854.8 0.0 0.0 1.0 4.0 36.0 4.6 
12.0 1920.0 18.4 67052.5 0.0 0.0 1.0 4.0 37.0 4.5 
12.0 1277.0 8.9 11415.8 0.0 1.0 1.0 0.0 57.0 6.3 
12.0 3132.0 3.0 9311.8 0.0 0.0 1.0 0.0 58.0 6.0 
12.0 2380.0 3.0 7079.1 0.0 0.0 1.0 0.0 59.0 7.0 
12.0 1938.0 17.1 33526.5 0.0 1.0 1.0 1.0 56.0 6.3 
12.0 2034.0 16.4 35546.7 0.0 1.0 1.0 1.0 57.0 6.0 
12.0 912.0 18.6 23244.5 0.0 0.0 1.0 1.0 58.0 5.3 
12.0 3060.0 4.3 26354.9 0.0 0.0 1.0 2.0 27.0 6.3 
12.0 1330.0 4.4 17459.7 0.0 0.0 1.0 2.0 28.0 6.0 
12.0 2392.0 7.1 23866.1 0.0 0.0 1.0 3.0 29.0 5.7 
9.0 4144.0 4.9 0.0 1.0 0.0 1.0 2.0 56.0 7.8 
9.0 2600.0 4.9 0.0 1.0 0.0 1.0 2.0 57.0 7.2 
9.0 434.0 13.7 5929.0 1.0 0.0 1.0 2.0 58.0 6.7 
12.0 2496.0 8.5 22351.0 0.0 1.0 1.0 1.0 28.0 9.1 
12.0 2411.0 8.5 21626.7 0.0 1.0 1.0 1.0 29.0 9.0 
12.0 2458.0 8.3 21024.9 0.0 1.0 1.0 1.0 30.0 8.1 
16.0 2110.0 25.6 72099.9 0.0 1.0 1.0 3.0 40.0 7.2 
16.0 2636.0 26.5 93118.3 0.0 1.0 1.0 3.0 41.0 6.5 
16.0 2101.0 21.6 65916.0 0.0 1.0 1.0 2.0 42.0 6.3 
0.0 1660.0 13.8 22831.6 0.0 0.0 1.0 2.0 34.0 10.0 
0.0 2140.0 13.6 29099.5 0.0 0.0 1.0 2.0 35.0 11.5 
0.0 828.0 11.0 9091.9 0.0 0.0 1.0 2.0 36.0 13.1 
13.0 2058.0 24.5 50469.9 0.0 1.0 1.0 2.0 36.0 9.5 
13.0 2030.0 21.8 44231.2 0.0 1.0 1.0 2.0 37.0 8.1 
13.0 2068.0 26.9 55687.7 0.0 1.0 1.0 2.0 38.0 8.2 
12.0 2324.0 11.6 62991.3 0.0 0.0 1.0 1.0 26.0 7.8 
12.0 2144.0 17.7 73973.2 0.0 0.0 1.0 1.0 27.0 7.2 
12.0 2503.0 12.7 59097.1 0.0 0.0 1.0 2.0 28.0 6.7 
16.0 2000.0 15.7 31483.6 0.0 1.0 1.0 0.0 53.0 6.3 
16.0 528.0 39.5 20885.3 0.0 0.0 1.0 0.0 54.0 6.0 
16.0 1636.0 12.5 20456.7 0.0 1.0 1.0 0.0 55.0 5.3 
12.0 0.0 8.8 2765.0 0.0 0.0 1.0 1.0 49.0 7.1 
12.0 0.0 8.8 4149.6 0.0 0.0 1.0 1.0 50.0 6.8 
12.0 0.0 8.8 5689.2 0.0 0.0 1.0 1.0 51.0 6.2 
12.0 2400.0 13.5 32445.0 0.0 0.0 1.0 2.0 30.0 7.1 
12.0 1920.0 15.2 29099.5 0.0 0.0 0.0 0.0 31.0 6.8 
12.0 1952.0 13.9 27058.5 0.0 0.0 0.0 0.0 32.0 6.2 
10.0 2652.0 6.8 18025.0 0.0 0.0 0.0 0.0 29.0 7.1 
10.0 2550.0 8.9 33098.9 0.0 0.0 0.0 4.0 30.0 6.8 
10.0 2750.0 8.7 35231.0 0.0 0.0 1.0 4.0 31.0 6.2 
10.0 2704.0 6.3 24514.0 0.0 1.0 1.0 0.0 53.0 4.8 
10.0 2496.0 9.8 28168.3 0.0 1.0 1.0 0.0 54.0 3.9 
10.0 1928.0 13.0 25002.6 0.0 1.0 1.0 0.0 55.0 3.8 
14.0 0.0 7.2 0.0 1.0 0.0 0.0 2.0 44.0 5.9 
14.0 0.0 7.2 0.0 0.0 0.0 0.0 2.0 45.0 7.0 
14.0 89.0 4.4 392.1 0.0 0.0 0.0 1.0 46.0 8.9 
17.0 2104.0 20.1 42298.6 0.0 1.0 0.0 0.0 46.0 7.2 
17.0 1735.0 26.2 45395.2 0.0 1.0 0.0 0.0 47.0 6.5 
17.0 1944.0 24.6 47769.8 0.0 1.0 0.0 0.0 48.0 6.3 
10.0 2640.0 34.6 91326.5 1.0 0.0 1.0 2.0 25.0 7.0 
10.0 343.0 26.0 8927.7 1.0 0.0 0.0 0.0 26.0 7.0 
10.0 2530.0 3.5 8819.1 1.0 0.0 0.0 3.0 27.0 8.9 
16.0 1990.0 34.8 80929.7 0.0 1.0 1.0 0.0 34.0 11.2 
16.0 1920.0 27.9 55137.7 0.0 1.0 1.0 1.0 35.0 9.9 
16.0 1970.0 47.4 94491.7 0.0 1.0 1.0 1.0 36.0 8.8 
17.0 1272.0 17.0 36049.9 0.0 1.0 1.0 2.0 37.0 7.2 
17.0 1960.0 17.2 46559.1 0.0 1.0 1.0 2.0 38.0 6.5 
17.0 1920.0 16.0 36367.4 0.0 0.0 1.0 2.0 39.0 6.3 
9.0 2016.0 8.5 34367.6 0.0 0.0 1.0 2.0 44.0 7.2 
9.0 2736.0 6.5 35617.7 0.0 0.0 1.0 2.0 45.0 6.4 
9.0 1936.0 8.6 34321.8 0.0 0.0 1.0 1.0 46.0 6.1 
12.0 2061.0 18.1 41664.1 0.0 0.0 1.0 1.0 40.0 6.0 
12.0 2677.0 10.9 32591.4 0.0 0.0 1.0 1.0 41.0 6.5 
12.0 3060.0 10.0 32958.0 0.0 0.0 1.0 1.0 42.0 5.9 
12.0 1944.0 7.5 33766.8 0.0 1.0 1.0 2.0 33.0 7.1 
12.0 1920.0 7.3 34919.4 0.0 1.0 1.0 2.0 34.0 6.8 
12.0 968.0 12.9 30685.0 0.0 1.0 1.0 3.0 35.0 6.2 
12.0 2080.0 4.3 14179.7 0.0 0.0 1.0 3.0 32.0 10.8 
12.0 1548.0 2.3 6983.9 0.0 0.0 1.0 3.0 33.0 10.3 
12.0 1880.0 6.7 18411.0 0.0 0.0 1.0 3.0 34.0 11.7 
11.0 1827.0 10.5 27277.8 0.0 0.0 1.0 0.0 57.0 6.7 
11.0 2400.0 11.6 28197.4 0.0 0.0 1.0 0.0 58.0 5.4 
11.0 2142.0 13.3 32958.0 0.0 0.0 1.0 0.0 59.0 5.3 
5.0 1823.0 12.5 38140.9 0.0 0.0 1.0 1.0 53.0 5.9 
5.0 1644.0 11.3 23861.6 0.0 0.0 1.0 1.0 54.0 7.0 
5.0 0.0 8.9 568.2 0.0 0.0 1.0 0.0 55.0 8.9 
4.0 1760.0 14.9 26240.8 0.0 0.0 1.0 1.0 57.0 6.0 
4.0 1915.0 13.4 25607.5 0.0 0.0 1.0 1.0 58.0 6.5 
4.0 864.0 22.7 19641.8 0.0 1.0 1.0 0.0 59.0 5.9 
14.0 1980.0 7.9 31243.3 0.0 1.0 1.0 0.0 31.0 6.7 
14.0 1984.0 6.8 25025.5 0.0 1.0 1.0 0.0 32.0 5.4 
14.0 1976.0 7.8 32389.8 0.0 1.0 1.0 0.0 33.0 5.3 
14.0 1540.0 21.8 47992.1 0.0 1.0 1.0 4.0 34.0 5.0 
14.0 3384.0 9.6 44696.8 0.0 1.0 1.0 4.0 35.0 5.6 
14.0 532.0 21.0 24795.8 0.0 0.0 1.0 4.0 36.0 5.0 
16.0 4072.0 13.3 96133.2 0.0 0.0 1.0 2.0 46.0 5.4 
16.0 2232.0 20.3 97774.2 0.0 0.0 1.0 2.0 47.0 4.6 
16.0 2246.0 28.3 112511.8 0.0 0.0 1.0 2.0 48.0 4.5 
16.0 2040.0 3.5 52897.3 1.0 0.0 1.0 0.0 34.0 7.0 
16.0 2016.0 3.5 51224.4 1.0 0.0 1.0 1.0 35.0 7.1 
16.0 696.0 8.2 60233.6 1.0 0.0 1.0 1.0 36.0 8.2 
12.0 1944.0 6.8 13218.3 0.0 0.0 0.0 0.0 27.0 9.1 
12.0 2000.0 7.3 14607.9 0.0 0.0 0.0 0.0 28.0 8.0 
12.0 1900.0 10.2 19320.2 0.0 0.0 0.0 0.0 29.0 6.8 
11.0 956.0 7.6 7210.0 0.0 0.0 0.0 0.0 58.0 9.4 
11.0 72.0 16.2 1164.0 1.0 0.0 0.0 0.0 59.0 8.9 
11.0 0.0 5.4 0.0 0.0 0.0 0.0 0.0 60.0 8.1 
11.0 0.0 13.2 21630.0 0.0 0.0 1.0 0.0 49.0 9.1 
11.0 0.0 13.2 23139.9 0.0 0.0 1.0 0.0 50.0 8.0 
11.0 0.0 13.2 23866.1 0.0 0.0 1.0 0.0 51.0 6.8 
17.0 4700.0 7.7 36049.9 0.0 1.0 1.0 3.0 46.0 5.9 
17.0 4764.0 7.3 43067.2 0.0 1.0 1.0 2.0 47.0 7.0 
17.0 4896.0 11.4 65916.0 0.0 1.0 1.0 2.0 48.0 8.9 
10.0 1960.0 20.2 40087.6 0.0 0.0 1.0 0.0 43.0 9.4 
10.0 1928.0 18.1 35350.0 0.0 0.0 1.0 0.0 44.0 8.8 
10.0 1872.0 18.8 35231.0 0.0 0.0 1.0 0.0 45.0 8.5 
12.0 2024.0 7.2 25295.1 0.0 0.0 1.0 1.0 28.0 9.1 
12.0 2040.0 7.6 25065.1 0.0 0.0 1.0 1.0 29.0 9.0 
12.0 2040.0 7.7 29357.6 0.0 0.0 1.0 2.0 30.0 8.1 
16.0 2440.0 19.0 46324.2 0.0 1.0 1.0 2.0 34.0 7.2 
16.0 2515.0 18.5 51215.1 0.0 1.0 1.0 2.0 35.0 6.4 
16.0 3995.0 12.5 52278.2 0.0 1.0 1.0 2.0 36.0 6.1 
12.0 2068.0 20.3 42058.3 0.0 1.0 1.0 2.0 35.0 9.1 
12.0 2024.0 20.6 41670.4 0.0 1.0 1.0 2.0 36.0 8.0 
12.0 1960.0 23.2 45538.9 0.0 1.0 1.0 2.0 37.0 6.8 
4.0 0.0 13.3 0.0 0.0 0.0 1.0 1.0 55.0 5.0 
4.0 0.0 13.3 0.0 0.0 0.0 1.0 1.0 56.0 6.5 
4.0 0.0 13.3 0.0 0.0 0.0 1.0 1.0 57.0 6.9 
12.0 1683.0 4.3 7210.0 0.0 0.0 1.0 1.0 36.0 9.1 
12.0 2000.0 5.2 10359.4 0.0 1.0 1.0 1.0 37.0 8.0 
12.0 1960.0 6.0 11705.8 0.0 1.0 1.0 1.0 38.0 6.8 
11.0 1950.0 19.7 50469.9 0.0 1.0 1.0 1.0 51.0 7.8 
11.0 1172.0 19.9 39575.3 0.0 0.0 1.0 1.0 52.0 7.2 
11.0 1996.0 18.2 52278.2 0.0 0.0 1.0 1.0 53.0 6.7 
12.0 3658.0 23.0 84597.2 1.0 1.0 1.0 2.0 32.0 7.2 
12.0 3686.0 23.7 87298.4 1.0 0.0 1.0 2.0 33.0 6.5 
12.0 3570.0 27.1 96601.0 1.0 1.0 1.0 2.0 34.0 6.3 
17.0 1986.0 18.1 46735.2 0.0 1.0 1.0 0.0 54.0 5.4 
17.0 2260.0 14.9 45278.8 0.0 1.0 1.0 0.0 55.0 4.6 
17.0 2474.0 15.1 49779.1 0.0 1.0 1.0 0.0 56.0 4.5 
12.0 3134.0 13.8 44041.0 0.0 0.0 1.0 3.0 34.0 11.2 
12.0 3040.0 18.8 57383.0 0.0 0.0 1.0 3.0 35.0 9.9 
12.0 4188.0 14.2 68643.6 0.0 0.0 1.0 3.0 36.0 8.8 
6.0 0.0 5.3 0.0 0.0 0.0 1.0 5.0 57.0 5.0 
6.0 0.0 5.3 0.0 0.0 0.0 1.0 3.0 58.0 5.6 
6.0 0.0 5.3 0.0 0.0 0.0 1.0 2.0 59.0 5.0 
14.0 2084.0 24.2 70898.2 0.0 0.0 1.0 1.0 31.0 5.0 
14.0 2488.0 18.7 64018.8 0.0 0.0 1.0 1.0 32.0 5.6 
14.0 2249.0 19.7 61938.3 0.0 0.0 1.0 1.0 33.0 5.0 
12.0 1634.0 27.2 58881.6 0.0 0.0 1.0 1.0 29.0 5.0 
12.0 1591.0 24.9 53543.0 0.0 0.0 1.0 1.0 30.0 5.6 
12.0 1960.0 17.4 50005.3 0.0 0.0 1.0 1.0 31.0 5.0 
12.0 2112.0 25.6 54074.9 0.0 1.0 1.0 1.0 34.0 5.9 
12.0 2094.0 27.2 59130.1 0.0 1.0 1.0 2.0 35.0 7.0 
12.0 2112.0 28.0 63643.0 0.0 1.0 1.0 2.0 36.0 8.9 
14.0 2121.0 12.6 26881.3 0.0 0.0 1.0 3.0 31.0 6.7 
14.0 2070.0 12.5 28195.1 0.0 0.0 1.0 3.0 32.0 5.4 
14.0 2040.0 11.7 26423.2 0.0 0.0 1.0 3.0 33.0 5.3 
12.0 1566.0 15.4 24033.3 0.0 0.0 1.0 1.0 37.0 10.0 
12.0 2240.0 11.5 26521.3 0.0 0.0 1.0 1.0 38.0 11.5 
12.0 696.0 10.4 8067.9 0.0 0.0 1.0 1.0 39.0 13.1 
15.0 608.0 5.9 17424.1 0.0 0.0 1.0 2.0 28.0 10.8 
15.0 1040.0 3.3 15131.7 0.0 0.0 1.0 2.0 29.0 10.3 
15.0 512.0 15.5 13637.8 0.0 0.0 1.0 2.0 30.0 5.9 
15.0 2250.0 20.4 55468.9 0.0 1.0 1.0 0.0 30.0 11.1 
15.0 2227.0 14.1 39109.7 0.0 1.0 1.0 0.0 31.0 6.5 
15.0 1856.0 22.7 60233.6 0.0 1.0 1.0 1.0 32.0 5.9 
14.0 2340.0 11.3 39654.9 0.0 0.0 1.0 1.0 34.0 5.4 
14.0 1876.0 18.9 50644.7 0.0 0.0 1.0 1.0 35.0 4.6 
14.0 1276.0 3.6 18752.0 0.0 0.0 1.0 1.0 36.0 4.5 
12.0 2600.0 9.7 25235.0 0.0 0.0 1.0 2.0 46.0 6.2 
12.0 2170.0 10.7 23745.2 0.0 0.0 1.0 2.0 47.0 5.7 
12.0 2082.0 13.1 30685.0 0.0 0.0 1.0 2.0 48.0 5.0 
16.0 1840.0 65.3 162224.8 1.0 0.0 1.0 0.0 42.0 7.8 
16.0 1832.0 63.5 157137.1 1.0 0.0 1.0 0.0 43.0 7.2 
16.0 1840.0 61.8 147742.8 1.0 0.0 1.0 0.0 44.0 6.7 
17.0 2964.0 22.3 66070.0 1.0 0.0 1.0 3.0 42.0 9.4 
17.0 3185.0 20.1 63997.9 1.0 0.0 1.0 3.0 43.0 8.9 
17.0 2928.0 22.9 69057.3 1.0 0.0 1.0 3.0 44.0 8.1 
16.0 1960.0 30.6 100939.9 0.0 0.0 1.0 1.0 35.0 9.4 
